,rating,reviews,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout,amenities_list,amenities_count,region,bathroom_shared,bathroom_private,toilet_only,no_rating
6533,4.58,98,3.892803340706381,India,1.0,2,8,0,2,0,1 00 pm - 9 00 pm,11 00 am,"['Mountain view', 'Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Security cameras on property']",8,Maharashtra,0,0,0,0
6534,4.87,15,5.178529310132064,India,2.0,2,6,0,2,0,After 11 00 am,9 00 am,"['Lake access', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Garden', 'Indoor fireplace', 'Hair dryer', 'Security cameras on property']",8,Tamil Nadu,0,0,0,0
6535,4.88,17,4.224985234553006,India,2.5,5,7,0,3,0,12 00 pm - 5 00 pm,10 00 am,"['Garden view', 'Lake view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']",8,Puducherry,0,0,0,0
6536,,2,2.8618565875881434,India,1.0,1,3,0,1,0,After 1 00 pm,10 00 am,"['Wifi', 'Pool', 'Air conditioning', 'Long-term stays allowed', 'Security cameras on property']",5,Goa,0,1,0,1
6537,4.68,50,4.248323110195934,India,2.0,2,6,0,2,0,After 1 00 pm,12 00 am,"['Mountain view', 'Kitchen', 'Wifi', 'Free residential garage on premises', 'TV', 'Luggage drop-off allowed', 'Hair dryer', 'Refrigerator']",8,Uttarakhand,0,0,0,0
6538,4.77,22,4.141028857900076,India,1.0,2,3,0,1,0,11 00 am - 7 00 pm,10 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Patio or balcony', 'Garden', 'Indoor fireplace', 'Luggage drop-off allowed', 'Fire pit']",10,Tamil Nadu,0,0,0,0
6539,4.76,29,3.1989189688119075,India,2.0,2,5,0,2,0,After 12 00 pm,10 00 am,"['Bay view', 'City skyline view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']",8,Goa,0,0,0,0
6540,4.93,15,4.438247527518355,India,2.0,2,6,0,2,0,After 2 00 pm,10 00 am,"['Lake view', 'Mountain view', 'Waterfront', 'Kitchen', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable/satellite', 'Private patio or balcony', 'Shared garden', 'Luggage drop-off allowed']",10,Uttarakhand,0,0,0,0
6541,,2,3.3551744694541292,India,23.0,2,4,0,19,0,Flexible,12 00 pm,"['Garden view', 'Lake view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Security cameras on property']",10,,0,0,0,1
6542,,1,5.040856722309698,India,4.5,0,10,0,3,0,After 10 00 am,Unknown,"['Lake view', 'Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Pets allowed']",8,Maharashtra,0,0,0,1
6543,4.76,108,4.02535169073515,India,2.0,3,4,0,2,0,After 1 00 pm,11 00 am,"['Mountain view', 'Valley view', 'Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'HDTV with standard cable/satellite', 'Free washer – In building']",8,Uttarakhand,0,0,0,0
6544,4.69,71,4.507676902053524,India,2.0,2,6,0,2,0,1 00 pm - 8 00 pm,11 00 am,"['Bay view', 'Garden view', 'Lake access', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable/satellite', 'Security cameras on property']",8,UK,0,0,0,0
6545,4.79,28,4.775370382249701,India,4.0,4,8,0,3,0,1 00 pm - 8 00 pm,11 00 am,"['Garden view', 'Resort view', 'Waterfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'HDTV with cable/satellite TV', 'Washing machine', 'Bath']",9,Uttarakhand,0,0,0,0
6546,4.91,116,5.0969235181075225,India,3.0,3,6,0,2,0,After 2 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Patio or balcony', 'Garden', 'High chair']",10,Kerala,0,0,0,0
6547,4.87,94,4.512843502935116,India,2.0,4,6,0,2,0,2 00 pm - 5 00 pm,10 00 am,"['Lake view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Washing machine', 'Window AC unit']",8,Kerala,0,0,0,0
6548,4.83,36,4.920859969485292,India,3.0,8,12,0,3,0,1 00 pm - 11 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer']",8,Uttarakhand,0,0,0,0
6549,,1,5.060916027824473,India,3.0,3,16,0,3,0,After 2 00 pm,1 00 pm,"['Lake view', 'Kitchen', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Air conditioning', 'Security cameras on property']",8,Pune,0,0,0,1
6550,4.85,26,3.0739196931257813,India,1.5,1,2,0,1,0,After 3 00 pm,10 00 am,"['Kitchen', 'Wifi', 'TV', 'Long-term stays allowed']",4,Bhimtal,0,0,0,0
6551,5.0,5,5.531864444348641,India,3.0,5,9,0,3,0,After 12 00 pm,11 00 am,"['Lake view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private outdoor pool – available all year', 'Security cameras on property']",8,Rajasthan,0,0,0,0
6552,,1,2.576009378036473,India,11.0,13,16,0,11,0,After 12 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Dryer', 'Long-term stays allowed', 'Security cameras on property']",7,Srinagar,0,0,0,1
6553,4.86,117,4.10889679749531,India,2.0,2,5,0,2,0,After 1 00 pm,10 00 am,"['Lake view', 'Valley view', 'Wifi', 'Free parking on premises', 'TV', 'Private backyard – Fully fenced', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Security cameras on property']",9,Tamil Nadu,0,0,0,0
6554,,1,4.096350580948966,India,4.0,4,12,0,4,0,10 00 am - 5 00 pm,10 00 am,"['Mountain view', 'Valley view', 'Wifi', 'Free parking on premises', 'Patio or balcony', 'Indoor fireplace', 'Breakfast', 'Security cameras on property']",8,Uttarakhand,0,0,0,1
6555,4.86,7,3.0733624348221436,India,1.5,1,2,0,1,0,Flexible,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'TV with standard cable/satellite', 'Washing machine', 'Patio or balcony', 'Garden']",8,Goa,0,0,0,0
6556,5.0,6,3.0065172792305535,India,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Wifi', 'TV', 'Air conditioning', 'Luggage drop-off allowed', 'Hair dryer', 'Smoking allowed', 'Paid parking off premises', 'Security cameras on property']",8,Rajasthan,0,1,0,0
6557,4.57,94,2.4584554637008305,India,1.0,1,4,0,1,0,After 3 00 pm,11 00 am,"['Waterfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub – available seasonally', 'open specific hours', 'Pets allowed', 'Air conditioning', 'Bath']",9,Rajasthan,1,0,0,0
6558,,1,2.593274686509782,India,1.0,1,2,0,1,0,Unknown,Unknown,"['Wifi', 'Free parking on premises', 'AC – split-type ductless system', 'Bath', 'Long-term stays allowed', 'Security cameras on property']",6,Goa,0,0,0,1
6559,5.0,5,4.244874236282406,India,3.0,8,10,0,3,0,Unknown,Unknown,"['Lake view', 'Kitchen', 'Private hot tub', 'TV', 'Shared patio or balcony', 'Indoor fireplace', 'Refrigerator', 'Security cameras on property']",8,Srinagar,0,0,0,0
6560,,2,3.2483176475225495,India,1.0,1,3,0,1,0,After 2 00 pm,10 00 am,"['Beach access – Beachfront', 'Wifi', 'Free on-street parking', 'Pool', 'Air conditioning', 'Bath', 'Patio or balcony', 'Security cameras on property']",8,Goa,0,1,0,1
6561,,0,4.825031247388377,India,3.0,3,6,0,3,0,2 00 pm - 8 00 pm,11 00 am,"['Mountain view', 'Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Washing machine', 'Security cameras on property']",8,Goa,0,0,0,1
6562,5.0,8,4.548536085416068,India,0.0,1,2,0,1,0,Flexible,Unknown,"['Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine']",8,Srinagar,0,0,0,0
6563,4.67,18,3.007708464600707,India,1.0,1,2,0,1,0,8 00 am - 10 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free driveway parking on premises', 'Paid washer – In building', 'Paid dryer – In building', 'Private patio or balcony', 'Luggage drop-off allowed', 'Security cameras on property']",8,Uttarakhand,0,0,0,0
6564,,1,2.908282684462695,India,1.0,1,3,0,1,0,After 2 00 pm,10 00 am,"['Beach access – Beachfront', 'Wifi', 'Free on-street parking', 'Pool', 'Air conditioning', 'Bath', 'Patio or balcony', 'Security cameras on property']",8,Goa,0,1,0,1
6565,5.0,3,3.6115689543338867,India,1.0,1,3,0,1,0,2 00 pm - 9 00 pm,11 00 am,"['Garden view', 'Resort view', 'Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Shared pool', 'TV']",8,Goa,0,0,0,0
6566,4.83,46,3.3496926931294353,India,2.0,4,4,0,2,0,After 2 00 pm,Unknown,"['River view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub', 'TV']",8,Kerala,0,0,0,0
6567,4.67,9,5.206519085092561,India,2.0,2,6,0,2,0,After 11 00 am,9 00 am,"['Lake access', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Garden', 'Indoor fireplace', 'Hair dryer', 'Security cameras on property']",8,Tamil Nadu,0,0,0,0
6568,4.86,7,5.143493769599776,India,2.0,2,5,0,2,0,3 00 pm - 7 00 pm,11 00 am,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi – 49 Mbps', 'Free driveway parking on premises – 2 spaces', 'Pets allowed', '42"" HDTV with cable/satellite TV', 'Bath', 'Private patio or balcony']",9,Uttarakhand,0,0,0,0
6569,4.89,27,5.620357211891976,India,5.5,5,15,0,5,0,After 12 00 pm,10 00 am,"['Lake view', 'Garden view', 'Waterfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', '32"" HDTV with standard cable/satellite']",8,Rajasthan,0,0,0,0
6570,4.77,31,3.3205185948925005,India,1.0,2,4,0,2,0,12 00 pm - 9 00 pm,10 00 am,"['Garden view', 'Lake view', 'Fast wifi – 121 Mbps', 'Dedicated workspace', 'Free on-street parking', 'Pets allowed', 'Paid washer – In building', 'Security cameras on property']",8,Uttarakhand,0,1,0,0
6571,4.9,10,5.176081661371325,India,1.0,2,4,0,2,0,After 12 00 pm,10 00 am,"['Lake view', 'Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'EV charger', 'Washing machine', 'Dryer']",9,Rajasthan,0,0,0,0
6572,4.64,11,2.6910388552756737,India,1.0,2,2,0,1,0,After 12 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Long-term stays allowed']",3,Goa,0,1,0,0
6573,,0,4.401415758109723,India,1.0,1,3,0,1,0,After 11 00 am,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washing machine', 'Dryer', 'Hair dryer', 'Breakfast', 'Security cameras on property']",10,Tamil Nadu,0,0,0,1
6574,,2,3.676148151507177,India,5.0,15,15,0,5,0,After 12 00 pm,11 00 am,"['Lake view', 'Mountain view', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Dryer', 'Bath']",8,Uttarakhand,0,0,0,1
6575,,1,5.715322062469086,India,2.0,2,4,0,2,0,12 00 pm - 10 00 pm,10 00 am,"['Lake access', 'Wifi', 'Free parking on premises', 'Pool', 'Air conditioning', 'Hair dryer', 'Breakfast', 'Smoking allowed']",8,Kerala,0,0,0,1
6576,5.0,5,4.932044009171893,India,2.0,2,5,0,2,0,1 00 pm - 8 00 pm,11 00 am,"['Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washing machine', 'Dryer', 'Air conditioning']",8,Uttarakhand,0,0,0,0
6577,,0,3.565962781937808,India,1.5,1,2,0,1,0,After 3 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Air conditioning', 'Long-term stays allowed', 'Security cameras on property']",7,Goa,0,0,0,1
6578,4.72,36,4.224985234553006,India,4.0,5,10,0,4,0,After 12 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Smoking allowed', 'Long-term stays allowed']",6,Kerala,1,0,0,0
6579,4.6,15,4.712456556839132,India,3.5,5,8,0,4,0,12 00 pm - 10 00 pm,11 00 am,"['Valley view', 'Lake access', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed']",8,UK,0,0,0,0
6580,4.75,9,4.3387858034708096,India,1.0,1,2,0,1,0,11 00 am - 9 00 pm,10 00 am,"['Lake access', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Luggage drop-off allowed', 'Children’s books and toys', 'Smoking allowed']",8,Uttarakhand,0,1,0,0
6581,,0,4.653730834434689,India,4.0,4,14,0,4,0,12 00 pm - 7 00 pm,10 00 am,"['Courtyard view', 'Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '32"" HDTV with standard cable/satellite']",8,Uttarakhand,0,0,0,1
6582,,1,3.321823794120643,India,1.0,1,2,0,1,0,1 00 pm - 8 00 pm,10 00 am,"['Beach access', 'Wifi', 'Free parking on premises', '32"" TV with standard cable/satellite', 'Bath', 'Luggage drop-off allowed', 'Long-term stays allowed']",7,Goa,1,0,0,1
6583,,2,4.104732190583679,India,1.0,1,2,0,1,0,1 00 pm - 8 00 pm,10 00 am,"['Kitchen', 'Free parking on premises', 'TV with standard cable/satellite', 'Air conditioning', 'Patio or balcony', 'Garden', 'Refrigerator', 'Microwave']",8,Uttarakhand,0,1,0,1
6584,5.0,3,4.6495905179968915,India,2.0,2,4,0,2,0,After 1 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free on-street parking', 'Shared pool', 'TV with standard cable/satellite', 'Washing machine', 'Air conditioning', 'Patio or balcony']",8,Goa,0,0,0,0
6585,5.0,3,2.7800906328915755,India,2.0,2,4,0,2,0,Unknown,Unknown,"['Kitchen', 'Free parking on premises', 'Free washer – In unit', 'Shared patio or balcony', 'Refrigerator', 'Smoking allowed', 'Long-term stays allowed']",7,Kerala,0,0,0,0
6586,4.78,18,3.2212825648987655,India,1.0,1,2,0,1,0,After 12 00 pm,11 00 am,"['Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Air conditioning', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Security cameras on property']",8,Kerala,0,1,0,0
6587,4.64,11,2.8618565875881434,India,1.5,2,2,0,1,0,After 12 00 pm,11 00 am,"['Wifi', 'Air conditioning', 'Long-term stays allowed']",3,Goa,0,0,0,0
6588,4.6,5,3.8465523230556253,India,3.0,3,6,0,3,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washing machine', 'Air conditioning', 'Long-term stays allowed']",7,Kerala,0,0,0,0
6589,,0,3.6148178200895527,India,1.0,2,2,0,1,0,After 1 00 pm,Unknown,"['Lake view', 'Beach access', 'Wifi', 'Free parking on premises', 'TV', 'EV charger', 'Air conditioning', 'Security cameras on property']",8,Kerala,0,0,0,1
6590,,1,4.472946028060717,India,1.5,1,2,0,1,0,After 12 00 pm,11 00 am,"['Lake view', 'Valley view', 'Pets allowed', 'Smoking allowed', 'Long-term stays allowed', 'Security cameras on property']",6,Uttarakhand,0,0,0,1
6591,,0,5.802045573979244,India,3.0,6,12,0,1,0,After 11 00 am,Unknown,"['Lake access', 'Kitchen', 'Free parking on premises', 'Washing machine', 'Patio or balcony', 'Garden', 'Refrigerator', 'Microwave']",8,Maharashtra,0,0,0,1
6592,,0,3.658606541534601,India,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Garden view', 'Beach access', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '53"" TV', 'Lift', 'Security cameras on property']",8,Goa,0,1,0,1
6593,4.61,18,3.1148531020520345,India,1.0,2,3,0,1,0,12 00 pm - 10 00 pm,11 00 am,"['Lake access', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Smoking allowed', 'Long-term stays allowed']",7,Kerala,0,1,0,0
6594,5.0,5,3.271902555745274,India,1.0,1,2,0,1,0,11 00 am - 12 00 am,10 00 am,"['Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Air conditioning', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",7,Rajasthan,0,1,0,0
6595,5.0,5,5.229044765751161,India,2.0,1,2,0,1,0,Flexible,Unknown,"['Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Patio or balcony']",8,Srinagar,0,0,0,0
6596,,0,4.930826829400684,India,2.0,4,8,0,3,0,After 3 00 pm,Unknown,"['Kitchen', 'Dedicated workspace', 'Free driveway parking on premises', 'TV', 'Bath', 'Private patio or balcony', 'Indoor fireplace', 'Luggage drop-off allowed']",8,Uttarakhand,0,0,0,1
6597,,1,3.3496926931294353,India,1.0,1,2,0,1,0,12 00 pm - 10 00 pm,10 00 am,"['Wifi', 'TV with standard cable/satellite', 'Air conditioning', 'Patio or balcony', 'Refrigerator', 'Long-term stays allowed']",6,Rajasthan,0,1,0,1
6598,,0,4.33862853367415,India,1.0,1,2,0,1,0,After 3 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'TV', 'Refrigerator', 'Long-term stays allowed', 'Security cameras on property']",6,Srinagar,0,1,0,1
6599,,0,3.74367564234358,India,1.0,1,2,0,1,0,Unknown,Unknown,"['Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",6,Jammu & Kashmir,0,0,0,1
6600,4.91,32,4.216846477667429,India,2.0,2,4,0,2,0,1 00 pm - 5 00 pm,11 00 am,"['Lake view', 'Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Bath']",8,Uttarakhand,0,0,0,0
6601,4.88,8,4.241240071168187,India,2.0,3,5,0,2,0,After 3 00 pm,10 00 am,"['Garden view', 'River view', 'Waterfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '32"" HDTV with standard cable/satellite']",8,Kerala,0,0,0,0
6602,5.0,36,3.3496926931294353,India,1.5,1,3,0,1,0,2 00 pm - 11 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared outdoor pool', '40"" HDTV with Amazon Prime Video', 'Chromecast', 'Washing machine', 'AC – split-type ductless system']",9,Goa,0,0,0,0
6603,,1,2.6820113011474525,India,1.0,1,2,0,1,0,Unknown,11 00 am,"['Kitchen', 'Fast wifi – 77 Mbps', 'Dedicated workspace', 'Free on-street parking', 'Window AC unit', 'Samsung refrigerator', 'Long-term stays allowed', 'Security cameras on property']",8,Uttarakhand,0,0,0,1
6604,4.98,201,3.1354942159291497,India,3.0,3,6,0,3,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Washing machine', 'Air conditioning', 'Bath', 'Private patio or balcony']",8,Kerala,0,0,0,0
6605,,2,4.3387858034708096,India,1.0,1,2,0,1,0,11 00 am - 9 00 pm,10 00 am,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Air conditioning', 'Shared patio or balcony', 'Luggage drop-off allowed', 'Children’s books and toys']",8,Uttarakhand,0,1,0,1
6606,,2,3.7844634189986843,India,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Garden view', 'Lake view', 'Wifi – 17 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'Security cameras on property']",8,Goa,1,0,0,1
6607,,1,4.239852145893339,India,2.0,3,6,0,2,0,Unknown,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'HDTV with Amazon Prime Video', 'Fire TV', 'Netflix', 'Washing machine', 'AC – split-type ductless system']",10,North Goa,0,0,0,1
6608,4.91,35,4.581395826373178,India,2.0,3,5,0,2,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Washing machine', 'Air conditioning', 'Refrigerator', 'Microwave']",8,Goa,0,0,0,0
6609,4.7,56,4.02513652128838,India,2.0,3,6,0,2,0,After 12 00 pm,11 00 am,"['Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', '32"" HDTV with Amazon Prime Video', 'Chromecast', 'Disney+', 'Fire TV', 'Netflix', 'cable/satellite TV', 'standard cable/satellite', 'Bath', 'Private patio or balcony']",14,Uttarakhand,0,0,0,0
6610,,0,3.946133370642128,India,1.0,2,3,0,1,0,2 00 pm - 5 00 pm,11 00 am,"['Kitchen', 'Ethernet connection', 'Free parking on premises', 'TV with standard cable/satellite', 'Garden', 'Indoor fireplace', 'Refrigerator', 'Security cameras on property']",8,Tamil Nadu,0,0,0,1
6611,4.89,28,3.4359285757025346,India,2.0,3,6,0,3,0,3 00 pm - 10 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Patio or balcony', 'Hair dryer', 'Security cameras on property']",8,DL,0,0,0,0
6612,,1,5.152525230855575,India,5.0,8,10,0,5,0,After 12 00 pm,12 00 pm,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Free residential garage on premises', 'Pets allowed', '32"" TV with cable/satellite TV', 'Security cameras on property']",8,Himachal Pradesh,0,0,0,1
6613,4.83,12,2.2707586613823683,India,10.0,12,16,0,10,0,11 00 am - 10 00 pm,Unknown,"['Beach access – Beachfront', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Patio or balcony', 'Indoor fireplace', 'Breakfast']",8,Goa,0,0,0,0
6614,4.91,22,4.244874236282406,India,1.0,1,2,0,1,0,12 00 pm - 8 00 pm,10 00 am,"['Lake access', 'Free parking on premises', 'TV with standard cable/satellite', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Children’s books and toys', 'Breakfast']",8,Uttarakhand,0,1,0,0
6615,5.0,8,4.645548708695281,India,2.0,2,4,0,2,0,11 00 am - 11 00 pm,6 00 pm,"['Garden view', 'Beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Security cameras on property']",8,Goa,0,0,0,0
6616,4.77,61,4.578801470726914,India,3.5,6,12,0,4,0,After 12 00 pm,11 00 am,"['Lake access', 'Kitchen', 'Wifi – 35 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '32"" HDTV with standard cable/satellite', 'Amazon Prime Video', 'Chromecast', 'Fire TV', 'Disney+', 'Netflix', 'cable/satellite TV', 'Security cameras on property']",14,Uttarakhand,0,0,0,0
6617,,0,4.54726024957064,India,4.5,3,6,0,3,0,Flexible,Unknown,"['Lake access', 'Dedicated workspace', 'Ethernet connection', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Bath', 'Security cameras on property']",8,Uttarakhand,0,0,0,1
6618,4.78,65,3.0739196931257813,India,3.0,2,4,0,2,0,After 12 00 pm,12 00 pm,"['Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Washing machine', 'Air conditioning', 'Patio or balcony']",8,KL,0,0,0,0
6619,5.0,7,3.7756649019690434,India,2.0,4,10,0,3,0,After 1 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Window AC unit', 'Bath']",8,Karnataka,0,0,0,0
6620,5.0,5,2.6910388552756737,India,1.0,1,2,0,1,0,After 12 00 pm,11 00 am,"['Kitchen', 'Wifi – 37 Mbps', 'Dedicated workspace', 'Free parking on premises', 'AC – split-type ductless system', 'Patio or balcony', 'Refrigerator', 'Long-term stays allowed']",8,Goa,0,0,0,0
6621,4.9,10,4.550319525379224,India,1.0,1,2,0,1,0,Flexible,12 00 am,"['Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Patio or balcony']",8,Srinagar,0,1,0,0
6622,,1,6.088990233623981,India,6.0,6,15,0,6,0,2 00 pm - 9 00 pm,12 00 pm,"['Wifi – 33 Mbps', 'Free parking on premises', 'Private pool', 'TV', 'Air conditioning', 'Fire pit', 'Long-term stays allowed']",7,Maharashtra,0,0,0,1
