,rating,reviews,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout,amenities_list,amenities_count,region,bathroom_shared,bathroom_private,toilet_only,no_rating
6444,4.9,32,4.836568727547163,Finland,2.5,4,3,0,1,0,After 3 00 pm,Unknown,"['Courtyard view', 'Garden view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'TV', 'Washing machine']",10,Helsinki,0,0,0,0
6445,4.88,18,4.032640040254258,Bulgaria,1.0,4,5,0,2,0,12 00 pm - 6 00 pm,12 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Hair dryer', 'Refrigerator', 'Long-term stays allowed']",8,Borovets,0,0,0,0
6446,4.95,41,3.466864783446422,Georgia,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Mountain view', 'Resort view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool – infinity', 'rooftop', 'Shared hot tub – available seasonally', 'open specific hours', 'Security cameras on property']",12,Mtskheta-Mtianeti,0,0,0,0
6447,,1,4.282505795242564,Georgia,1.0,1,4,0,1,0,After 3 00 pm,Unknown,"['Dedicated workspace', 'TV', 'Hair dryer', 'Long-term stays allowed']",4,Mtskheta-Mtianeti,0,0,0,1
6448,5.0,10,5.342276603447803,Finland,1.5,8,9,0,3,0,After 4 00 pm,12 00 pm,"['Beach access – Beachfront', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Garden']",10,Parikkala,0,0,0,0
6449,4.8,5,3.739102899308438,South Korea,1.0,0,4,0,0,1,3 00 pm - 10 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Air conditioning', 'Hair dryer', 'Refrigerator', 'Long-term stays allowed']",9,Gangwon Province,0,1,0,0
6450,5.0,14,4.150755262412688,Georgia,1.0,2,4,0,1,0,3 00 pm - 11 00 pm,12 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'TV with standard cable/satellite', 'Washing machine – In unit']",8,Samtskhe-Javakheti,0,0,0,0
6451,4.92,13,5.105653353837158,Finland,2.0,4,6,0,2,0,After 4 00 pm,12 00 pm,"['Beach access – Beachfront', 'Kitchen', 'Free parking on premises', 'TV', 'Washing machine', 'Dryer', 'Patio or balcony', 'Garden', 'Indoor fireplace']",9,Kuhmoinen,0,0,0,0
6452,4.77,39,4.624263844803671,Bulgaria,2.0,3,6,0,2,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'Pets allowed', 'TV with standard cable/satellite', 'Lift', 'Washing machine']",10,Blagoevgrad Province,0,0,0,0
6453,,0,6.3781397679376814,Ukraine,6.5,5,10,0,5,0,4 00 pm - 12 00 am,12 00 pm,"['Resort view', 'Mountain view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'HDTV with cable/satellite TV', 'standard cable/satellite', 'EV charger', 'Free washer – In building']",11,Івано-Франківська область,0,0,0,1
6454,4.83,12,3.561867213073071,Georgia,1.0,2,4,0,1,0,2 00 pm - 7 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared indoor pool – available all year', 'open specific hours', 'heated', 'TV with standard cable/satellite', 'Lift', 'Security cameras on property']",11,Samtskhe-Javakheti,0,0,0,0
6455,4.8,5,4.968808779149995,Georgia,1.0,7,9,0,3,0,12 00 pm - 12 00 am,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Hair dryer']",8,Mtskheta-Mtianeti,0,0,0,0
6456,4.6,5,4.073649970979267,Georgia,1.0,1,2,0,0,1,After 4 00 pm,11 00 am,"['Kitchen', 'Wifi', 'TV with standard cable/satellite', 'Lift', 'Hair dryer', 'Refrigerator', 'Long-term stays allowed']",7,Mtskheta-Mtianeti,0,0,0,0
6457,4.6,5,5.176626101292219,Bulgaria,1.5,5,6,0,2,0,After 3 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Long-term stays allowed']",6,Blagoevgrad,0,0,0,0
6458,4.82,11,4.859905796843646,Georgia,1.0,2,3,0,0,1,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'TV', 'Lift', 'Washing machine', 'Hair dryer', 'Refrigerator', 'Microwave']",9,Mtskheta-Mtianeti,0,0,0,0
6459,,0,4.006894973130804,Romania,1.0,2,4,0,0,1,After 4 00 pm,12 00 pm,"['Mountain view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Patio or balcony']",8,Județul Prahova,0,0,0,1
6460,5.0,6,5.397126347210035,Lebanon,1.0,1,4,0,1,0,Flexible,6 00 pm,"['Mountain view', 'Kitchen', 'Free parking on premises', 'Hot tub', 'TV', 'Washing machine', 'Patio or balcony', 'Refrigerator']",8,Jabal Lubnan,0,0,0,0
6461,4.67,42,3.38091271049065,Bulgaria,1.0,2,4,0,1,0,1 00 pm - 6 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Patio or balcony', 'Garden', 'Indoor fireplace', 'Luggage drop-off allowed']",8,Blagoevgrad Province,0,0,0,0
6462,4.75,16,4.386834336241985,Georgia,1.0,2,4,0,0,1,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared indoor pool – heated', 'Shared sauna', 'TV', 'Lift', 'Washing machine']",9,Mtskheta-Mtianeti,0,0,0,0
6463,4.84,19,4.764334096106816,Finland,1.0,6,8,0,4,0,4 00 pm - 2 00 am,12 00 pm,"['Lake access', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', '49"" HDTV', 'Washing machine', 'AC – split-type ductless system', 'Patio or balcony']",10,Ruokolahti,0,0,0,0
6464,4.67,3,5.621447986231676,Bulgaria,9.0,7,16,0,8,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'Pets allowed', 'TV', 'Lift', 'Cot']",10,Blagoevgrad Province,0,0,0,0
6465,5.0,3,4.024275380223324,Georgia,1.0,2,4,0,1,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Pool', 'Hot tub', 'Pets allowed', 'TV with standard cable/satellite', 'Lift']",8,Mtskheta-Mtianeti,0,0,0,0
6466,5.0,7,3.80559096542456,Georgia,1.5,1,4,0,0,1,After 2 00 pm,Unknown,"['Garden view', 'Kitchen', 'Wifi', 'TV with standard cable/satellite', 'Washing machine', 'Air conditioning', 'Indoor fireplace', 'Hair dryer', 'Long-term stays allowed']",9,Mtskheta-Mtianeti,0,0,0,0
6467,5.0,6,3.436316398084747,Georgia,1.0,2,4,0,1,0,After 3 00 pm,12 00 pm,"['Mountain view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Patio or balcony', 'Luggage drop-off allowed', 'Children’s books and toys']",9,Mtskheta-Mtianeti,0,0,0,0
6468,4.62,13,3.990767372939702,Georgia,1.0,3,4,0,0,1,After 3 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Patio or balcony', 'Refrigerator']",8,Mtskheta-Mtianeti,0,0,0,0
6469,,1,4.303087735250494,Georgia,1.0,3,6,0,1,0,After 2 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Hair dryer']",8,Mtskheta-Mtianeti,0,0,0,1
6470,5.0,6,3.321823794120643,Georgia,1.0,3,4,0,1,0,After 3 00 pm,Unknown,"['Park view', 'Resort view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Sauna', 'TV with standard cable/satellite', 'Lift']",10,Samtskhe-Javakheti,0,0,0,0
6471,5.0,3,5.225681896385243,Estonia,1.5,4,6,0,2,0,Flexible,12 00 pm,"['Mountain view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Air conditioning']",9,Valga maakond,0,0,0,0
6472,,0,4.121678408923136,Georgia,1.0,0,2,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine', 'Dryer']",8,Mtskheta-Mtianeti,0,0,0,1
6473,5.0,3,3.9216154051195855,Romania,1.0,2,4,0,2,0,Flexible,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'HDTV with standard cable/satellite', 'Free washer – In unit', 'Private patio or balcony']",8,Județul Brașov,0,0,0,0
6474,4.88,18,3.981594023009444,Georgia,1.0,2,3,0,1,0,After 3 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Hair dryer', 'Refrigerator']",8,Gudauri,0,0,0,0
6475,4.67,3,3.8762085326385134,Romania,1.0,1,2,0,1,0,2 00 pm - 2 00 am,11 00 am,"['Waterfront', 'Ski-in/Ski-out', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Patio or balcony', 'Garden']",8,Județul Brașov,1,0,0,0
6476,,1,4.131787359705877,Bulgaria,1.0,7,7,0,2,0,After 2 00 pm,12 00 pm,"['Courtyard view', 'Garden view', 'Ski-in/ski-out – Near ski lifts', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'Shared pool – available seasonally', 'Private hot tub – available seasonally', 'open specific hours']",10,Blagoevgrad,0,0,0,1
6477,4.9,20,4.360870682407871,Georgia,1.5,1,3,0,1,0,2 00 pm - 5 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Lift', 'Dryer', 'Air conditioning', 'Shared patio or balcony']",10,Mtskheta-Mtianeti,0,0,0,0
6478,4.69,26,4.024275380223324,Georgia,1.0,4,4,0,1,0,After 3 00 pm,Unknown,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Lift', 'Indoor fireplace', 'Hair dryer', 'Smoking allowed', 'Long-term stays allowed']",10,Mtskheta-Mtianeti,0,0,0,0
6479,,2,3.537285743416902,Georgia,1.5,1,3,0,0,1,2 00 pm - 2 00 am,11 00 am,"['Mountain view', 'Resort view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'Pets allowed']",8,Gudauri,0,0,0,1
6480,5.0,4,4.487552799261769,Georgia,1.0,2,4,0,1,0,2 00 pm - 12 00 am,12 00 pm,"['Mountain view', 'Ski-in/ski-out – On a ski run', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Washing machine', 'Shared backyard – Fully fenced', 'Luggage drop-off allowed']",10,Mtskheta-Mtianeti,0,0,0,0
6481,4.7,33,3.507761991384786,Finland,1.0,1,2,0,1,0,2 00 pm - 10 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 1 space', 'Shared hot tub', 'Shared sauna', 'Lift', 'Free washer – In unit']",9,Vantaa,1,0,0,0
6482,5.0,9,2.3644845928073623,Ukraine,5.0,43,16,0,9,0,Flexible,12 00 pm,"['Mountain view', 'River view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine']",8,Chernivets'ka oblast,1,0,0,0
6483,,1,4.039239319127133,Georgia,1.0,4,6,0,1,0,After 2 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine']",8,Mtskheta-Mtianeti,0,0,0,1
6484,,0,4.081613259615342,Georgia,1.0,1,3,0,0,1,3 00 pm - 9 00 pm,12 00 pm,"['Garden view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Hair dryer', 'Microwave']",9,Samtskhe-Javakheti,0,0,0,1
6485,4.95,21,4.7085528433586585,Georgia,1.0,1,4,0,2,0,Flexible,12 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Lift', 'Hair dryer', 'Long-term stays allowed']",8,Мцхета-Мтианети,0,0,0,0
6486,4.88,8,4.510594676006828,Bulgaria,1.0,4,5,0,2,0,After 2 00 pm,11 00 am,"['Wifi', 'Free on-street parking', 'Shared pool', 'Shared hot tub', 'TV', 'Washing machine', 'Private patio or balcony', 'Travel cot', 'High chair']",9,Благоевград,0,0,0,0
6487,,2,3.5252968833175147,Georgia,1.0,1,4,0,1,0,After 2 00 pm,12 00 pm,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'Hot tub', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Air conditioning']",10,Samtskhe-Javakheti,0,0,0,1
6488,4.89,19,4.3627148507498035,Georgia,1.0,2,4,0,0,1,After 3 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Lift', 'Washing machine – In unit', 'Hair dryer', 'Refrigerator']",9,Mtskheta-Mtianeti,0,0,0,0
6489,4.92,12,3.760919885903302,Georgia,1.0,2,4,0,1,0,2 00 pm - 12 00 am,10 00 am,"['Mountain view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', '32"" HDTV with Amazon Prime Video', 'Chromecast', 'Roku', 'Washing machine – In building', 'Luggage drop-off allowed', 'Hair dryer', 'Security cameras on property']",12,Gudauri,0,0,0,0
6490,5.0,8,5.2585615705043995,Georgia,1.0,4,6,0,2,0,After 3 00 pm,10 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Lift', 'Washing machine']",8,Mtskheta-Mtianeti,0,0,0,0
6491,5.0,4,3.5473991687628694,Bulgaria,1.0,2,4,0,1,0,After 2 00 pm,11 00 am,"['Resort view', 'Ski-in/ski-out – Near ski lifts', 'Kitchen', 'Wifi', 'Free driveway parking on premises', '32"" HDTV with standard cable/satellite', 'Air conditioning', 'Private patio or balcony', 'Luggage drop-off allowed', 'Hair dryer']",10,Blagoevgrad,0,0,0,0
6492,4.92,12,4.026856581914569,Georgia,1.0,3,4,0,0,1,After 3 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Lift', 'Private patio or balcony', 'Hair dryer']",8,Mtskheta-Mtianeti,0,0,0,0
6493,5.0,7,3.7094495638104537,Georgia,1.0,2,3,0,0,1,After 2 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'HDTV with standard cable/satellite', 'Amazon Prime Video', 'Netflix', 'cable/satellite TV', 'Lift', 'Free washer – In unit', 'Private patio or balcony', 'Garden']",13,Mtskheta-Mtianeti,0,0,0,0
6494,4.58,12,3.620639311303851,Georgia,1.0,6,6,0,0,1,After 12 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Air conditioning']",8,Mtskheta-Mtianeti,0,0,0,0
6495,4.81,37,4.020607234994786,Bulgaria,1.0,2,4,0,1,0,Flexible,12 00 pm,"['Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Washing machine', 'Indoor fireplace']",8,Smolyan,0,0,0,0
6496,4.75,4,4.897749884022244,Bulgaria,9.0,11,16,0,8,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'Pets allowed', 'TV', 'Lift', 'Cot']",10,Blagoevgrad,0,0,0,0
6497,,1,3.6007721866036695,Georgia,1.0,1,4,0,0,1,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine', 'Dryer']",8,Mtskheta-Mtianeti,0,0,0,1
6498,4.73,22,3.816254889461759,Bulgaria,1.0,4,7,0,2,0,Flexible,11 00 am,"['Mountain view', 'Ski-in/ski-out – Near ski lifts', 'Kitchen', 'Wifi', 'Free on-street parking', 'Shared indoor pool – available seasonally', 'open specific hours', 'heated', 'sun loungers', 'Shared hot tub – available seasonally', 'open specific hours', 'Shared sauna', '39"" HDTV with standard cable/satellite', 'Security cameras on property']",14,Blagoevgrad Province,0,0,0,0
6499,5.0,3,4.026856581914569,Georgia,1.0,1,5,0,1,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Lift', 'Washing machine', 'Dryer']",9,Samtskhe-Javakheti,0,0,0,0
6500,,0,4.423763872881428,Georgia,1.0,2,4,0,1,0,2 00 pm - 12 00 am,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Hair dryer', 'Smoking allowed', 'Long-term stays allowed']",8,Mtskheta-Mtianeti,0,0,0,1
6501,,2,3.1674556993561223,Georgia,1.0,1,4,0,0,1,After 2 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Shared hot tub', 'TV', 'Lift']",9,Mtskheta-Mtianeti,1,0,0,1
6502,5.0,4,3.7255482577510235,Romania,3.0,5,16,0,3,0,Flexible,Unknown,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine', 'Security cameras on property']",8,Județul Maramureș,0,0,0,0
6503,5.0,7,4.3767416091598275,Bulgaria,1.5,2,4,0,1,0,3 00 pm - 2 00 am,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV with standard cable/satellite', 'Lift', 'Hair dryer', 'Long-term stays allowed']",8,Blagoevgrad Province,0,0,0,0
6504,5.0,3,4.345368899345406,Bulgaria,1.0,4,4,0,0,1,After 2 00 pm,12 00 pm,"['Mountain view', 'Resort view', 'Ski-in/ski-out – Near ski lifts', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', '32"" HDTV']",9,Smoljan,0,0,0,0
6505,5.0,11,3.34884666939031,Georgia,1.0,3,5,0,2,0,After 12 00 pm,1 00 pm,"['Kitchen', 'Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Lift', 'Air conditioning', 'Hair dryer', 'Refrigerator']",8,Mtskheta-Mtianeti,0,0,0,0
6506,5.0,11,3.920899158222545,Georgia,1.5,2,5,0,1,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine', 'Hair dryer']",9,Samtskhe-Javakheti,0,0,0,0
6507,4.77,13,3.5994555307189224,Georgia,1.0,3,2,0,1,0,2 00 pm - 10 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Washing machine', 'Patio or balcony', 'Luggage drop-off allowed']",8,Mtskheta-Mtianeti,0,0,0,0
6508,,1,4.487552799261769,Georgia,1.0,3,5,0,1,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'TV', 'Lift', 'Washing machine', 'Dryer']",10,Gudauri,0,0,0,1
6509,,1,3.479570485015001,Georgia,1.0,2,4,0,1,0,2 00 pm - 12 00 am,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Lift', 'Hair dryer', 'Breakfast', 'Long-term stays allowed']",9,Samtskhe-Javakheti,0,0,0,1
6510,5.0,3,3.497602252325662,Georgia,1.0,2,3,0,0,1,After 3 00 pm,Unknown,"['Ski-in/Ski-out', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'TV with standard cable/satellite', 'Free washer – In unit', 'Luggage drop-off allowed', 'Hair dryer', 'Refrigerator']",10,Samtskhe-Javakheti,0,0,0,0
6511,4.86,22,4.03028785270551,Bulgaria,1.0,3,4,0,1,0,After 3 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Washing machine', 'Indoor fireplace', 'Hair dryer', 'Long-term stays allowed']",9,Blagoevgrad Province,0,0,0,0
6512,4.57,7,4.351908941342044,Bulgaria,1.0,2,4,0,1,0,After 2 00 pm,12 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Sauna', 'TV with standard cable/satellite', 'Lift']",8,Sofiyska oblast,0,0,0,0
6513,,0,3.7026397669541535,Georgia,1.5,0,2,0,0,1,After 2 00 pm,Unknown,"['Ski-in/Ski-out', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'Shared hot tub – available seasonally', 'open specific hours', 'TV', 'Lift', 'Washing machine']",9,Mtskheta-Mtianeti,0,0,0,1
6514,,2,3.423045321188025,Georgia,1.0,2,3,0,0,1,2 00 pm - 11 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Lift', 'Refrigerator', 'Smoking allowed']",8,Mtskheta-Mtianeti,0,0,0,1
6515,5.0,18,4.355626993649995,Georgia,1.0,3,4,0,1,0,After 1 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Indoor fireplace', 'Hair dryer', 'Refrigerator', 'Microwave']",10,Mtskheta-Mtianeti,0,0,0,0
6516,4.85,13,3.440958572765512,Georgia,1.0,1,4,0,0,1,2 00 pm - 7 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Hair dryer', 'Refrigerator']",9,Samtskhe-Javakheti,0,0,0,0
6517,4.72,19,4.237940597826693,Bulgaria,1.0,3,5,0,2,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'TV with standard cable/satellite', 'Lift', 'Bath', 'Patio or balcony', 'Refrigerator']",8,Sofiyska oblast,0,0,0,0
6518,,0,4.3505111000023735,Romania,1.5,2,4,0,1,0,After 4 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Indoor fireplace', 'Hair dryer', 'Refrigerator', 'Microwave', 'Long-term stays allowed']",9,Județul Brașov,0,0,0,1
6519,,0,3.6752325402727544,Georgia,1.5,1,2,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Patio or balcony']",8,,0,0,0,1
6520,4.83,6,4.710723454152297,Bulgaria,1.5,2,4,0,2,0,After 3 00 pm,11 00 am,"['Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'HDTV', 'Lift', 'Air conditioning']",8,Bansko,0,0,0,0
6521,4.85,13,3.5994555307189224,Georgia,1.0,2,2,0,1,0,2 00 pm - 11 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Patio or balcony', 'Luggage drop-off allowed', 'Security cameras on property']",8,Mtskheta-Mtianeti,0,0,0,0
6522,4.75,12,4.3627148507498035,Georgia,1.0,3,4,0,0,1,Flexible,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Patio or balcony', 'Luggage drop-off allowed', 'Hair dryer']",8,Mtskheta-Mtianeti,0,0,0,0
6523,4.86,7,3.6752325402727544,Georgia,1.0,4,4,0,1,0,After 3 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washing machine', 'Dryer', 'Hair dryer']",8,Gudauri,0,0,0,0
6524,5.0,3,4.039239319127133,Georgia,1.0,4,5,0,1,0,After 2 00 pm,11 00 am,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine']",8,Mtskheta-Mtianeti,0,0,0,0
6525,4.58,19,3.34884666939031,Georgia,1.5,3,3,0,1,0,Flexible,12 00 pm,"['Mountain view', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable/satellite', 'Washing machine']",8,Mtskheta-Mtianeti,0,0,0,0
6526,4.92,59,3.58485673129777,Estonia,1.5,2,5,0,3,0,2 00 pm - 11 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Fast wifi – 91 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub', 'TV with standard cable/satellite', 'Free washer – In unit', 'Central air conditioning', 'Shared patio or balcony']",10,Harju County,1,0,0,0
6527,,2,4.382478339868643,Bulgaria,1.0,2,4,0,1,0,After 2 00 pm,12 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'TV with standard cable/satellite', 'Lift', 'Dryer', 'Luggage drop-off allowed']",10,Blagoevgrad Province,0,0,0,1
6528,4.93,14,3.6752325402727544,Georgia,1.0,5,4,0,0,1,After 1 00 pm,1 00 pm,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Private patio or balcony', 'Hair dryer']",8,Mtskheta-Mtianeti,0,0,0,0
6529,4.67,6,5.380618874315482,South Korea,2.0,1,6,0,2,0,2 00 pm - 11 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",8,Gangwon Province,0,0,0,0
6530,,1,3.574103939521508,Georgia,1.0,3,3,0,0,1,After 2 00 pm,Unknown,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Hair dryer']",8,Mtskheta-Mtianeti,0,0,0,1
6531,,0,4.0629326383883795,Georgia,1.0,3,4,0,0,1,After 1 00 pm,Unknown,"['Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Hair dryer', 'Long-term stays allowed']",8,Mtskheta-Mtianeti,0,0,0,1
6532,4.94,62,5.897087666584119,India,5.0,8,12,0,5,0,2 00 pm - 11 00 pm,11 00 am,"['Lake view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV with standard cable/satellite']",8,Maharashtra,0,0,0,0
